ENTITY_NM_ID,OBJ_ID,ENTITY_ID,NM_TYP_CD,FIRST_NM,MIDDLE_NM,LAST_NM,SUFFIX_NM,TITLE_NM,DFLT_IND,ACTV_IND
OLE3113,OLE3113,OLE3113,PRFR,ROBERTO,M,DURST,,,Y,Y
OLE3114,OLE3114,OLE3114,PRFR,MADELEINE,Q,TOMLINSON,,,Y,Y
OLE3115,OLE3115,OLE3115,PRFR,MABLE,V,LIU,,,Y,Y
OLE3116,OLE3116,OLE3116,PRFR,STEFAN,Y,REGISTER,,,Y,Y
OLE3117,OLE3117,OLE3117,PRFR,SABRINA,Q,EASON,,,Y,Y
OLE3118,OLE3118,OLE3118,PRFR,CATHERINE,D,BOOKMAN,,,Y,Y
OLE3119,OLE3119,OLE3119,PRFR,SEYMOUR,S,METCALF,,,Y,Y
OLE3120,OLE3120,OLE3120,PRFR,FRANCISCO,X,WILLHITE,,,Y,Y
OLE3121,OLE3121,OLE3121,PRFR,MASON,P,PARMER,,,Y,Y
OLE3122,OLE3122,OLE3122,PRFR,WELDON,B,BRAZIL,,,Y,Y
OLE3123,OLE3123,OLE3123,PRFR,GARTH,Z,PICKLE,,,Y,Y
OLE3124,OLE3124,OLE3124,PRFR,ELOISE,T,RODARTE,,,Y,Y
OLE3125,OLE3125,OLE3125,PRFR,RILEY,O,SHRADER,,,Y,Y
OLE3126,OLE3126,OLE3126,PRFR,WESTON,P,AKINS,,,Y,Y
OLE3127,OLE3127,OLE3127,PRFR,SHELBY,M,NUNEZ,,,Y,Y
OLE3128,OLE3128,OLE3128,PRFR,ABDUL,P,NAVARRETTE,,,Y,Y
OLE3129,OLE3129,OLE3129,PRFR,CHARLEY,H,SWINSON,,,Y,Y
OLE3130,OLE3130,OLE3130,PRFR,JORGE,J,QUACKENBUSH,,,Y,Y
OLE3131,OLE3131,OLE3131,PRFR,EDDIE,G,CASTANON,,,Y,Y
OLE3132,OLE3132,OLE3132,PRFR,BRADLY,D,FEY,,,Y,Y
OLE3133,OLE3133,OLE3133,PRFR,MORGAN,O,HUDDLESTON,,,Y,Y
OLE3134,OLE3134,OLE3134,PRFR,SAVANNAH,X,TOOLE,,,Y,Y
OLE3135,OLE3135,OLE3135,PRFR,DORIS,B,PILKINGTON,,,Y,Y
OLE3136,OLE3136,OLE3136,PRFR,STUART,K,GANT,,,Y,Y
OLE3137,OLE3137,OLE3137,PRFR,VIOLA,R,MAGNUSON,,,Y,Y
OLE3138,OLE3138,OLE3138,PRFR,WILTON,K,LYKINS,,,Y,Y
OLE3139,OLE3139,OLE3139,PRFR,ORA,C,MCNALLY,,,Y,Y
OLE3140,OLE3140,OLE3140,PRFR,MORGAN,B,SWITZER,,,Y,Y
OLE3141,OLE3141,OLE3141,PRFR,INGRID,E,EAKINS,,,Y,Y
OLE3142,OLE3142,OLE3142,PRFR,MICKEY,Y,CONWELL,,,Y,Y
OLE3143,OLE3143,OLE3143,PRFR,SYLVESTER,J,VILLAGOMEZ,,,Y,Y
OLE3144,OLE3144,OLE3144,PRFR,GREGORIO,G,WESTOVER,,,Y,Y
OLE3145,OLE3145,OLE3145,PRFR,KATHARINE,T,MCPHAIL,,,Y,Y
OLE3146,OLE3146,OLE3146,PRFR,ROBERTA,G,RENFROW,,,Y,Y
OLE3147,OLE3147,OLE3147,PRFR,RENEE,Z,DEEN,,,Y,Y
OLE3148,OLE3148,OLE3148,PRFR,LINA,J,LARA,,,Y,Y
OLE3149,OLE3149,OLE3149,PRFR,MEAGAN,P,CHICK,,,Y,Y
OLE3150,OLE3150,OLE3150,PRFR,LUKE,L,BOONE,,,Y,Y
OLE3151,OLE3151,OLE3151,PRFR,BRAD,X,FARRELL,,,Y,Y
OLE3152,OLE3152,OLE3152,PRFR,LYNN,A,EADDY,,,Y,Y
OLE3153,OLE3153,OLE3153,PRFR,EVE,U,ARENAS,,,Y,Y
OLE3154,OLE3154,OLE3154,PRFR,MITCHEL,C,TALBERT,,,Y,Y
OLE3155,OLE3155,OLE3155,PRFR,RACHAEL,J,LOUCKS,,,Y,Y
OLE3156,OLE3156,OLE3156,PRFR,TRISHA,P,COLELLA,,,Y,Y
OLE3157,OLE3157,OLE3157,PRFR,MELISSA,U,SCHRAMM,,,Y,Y
OLE3158,OLE3158,OLE3158,PRFR,CHRISTOPHER,Q,QUARLES,,,Y,Y
OLE3159,OLE3159,OLE3159,PRFR,FRANCINE,B,LY,,,Y,Y
OLE3160,OLE3160,OLE3160,PRFR,TERRIE,C,ARANDA,,,Y,Y
OLE3161,OLE3161,OLE3161,PRFR,ROSETTA,S,MCCULLY,,,Y,Y
OLE3162,OLE3162,OLE3162,PRFR,SELMA,K,BUFORD,,,Y,Y
OLE3163,OLE3163,OLE3163,PRFR,PERRY,Q,GALVEZ,,,Y,Y
OLE3164,OLE3164,OLE3164,PRFR,DIANN,P,LESKO,,,Y,Y
OLE3165,OLE3165,OLE3165,PRFR,JOHNATHON,K,LOEFFLER,,,Y,Y
OLE3166,OLE3166,OLE3166,PRFR,TERRY,H,SYLVESTER,,,Y,Y
OLE3167,OLE3167,OLE3167,PRFR,YVETTE,I,RYDER,,,Y,Y
OLE3168,OLE3168,OLE3168,PRFR,TERRANCE,B,SWANNER,,,Y,Y
OLE3169,OLE3169,OLE3169,PRFR,JEANETTE,E,YOHO,,,Y,Y
OLE3170,OLE3170,OLE3170,PRFR,JIMMY,D,PFEIFER,,,Y,Y
OLE3171,OLE3171,OLE3171,PRFR,CHRYSTAL,F,KEE,,,Y,Y
OLE3172,OLE3172,OLE3172,PRFR,RICHARD,G,LAY,,,Y,Y
OLE3173,OLE3173,OLE3173,PRFR,SELMA,Q,TOLMAN,,,Y,Y
OLE3174,OLE3174,OLE3174,PRFR,SHELLY,F,SERNA,,,Y,Y
OLE3175,OLE3175,OLE3175,PRFR,FERDINAND,U,SLY,,,Y,Y
OLE3176,OLE3176,OLE3176,PRFR,SALLIE,G,HASTINGS,,,Y,Y
OLE3177,OLE3177,OLE3177,PRFR,TESSA,M,ABBEY,,,Y,Y
OLE3178,OLE3178,OLE3178,PRFR,GUS,J,DUCHARME,,,Y,Y
OLE3179,OLE3179,OLE3179,PRFR,GEORGE,D,YAZZIE,,,Y,Y
OLE3180,OLE3180,OLE3180,PRFR,IRENE,S,CARBAJAL,,,Y,Y
OLE3181,OLE3181,OLE3181,PRFR,JOANNE,T,NUSS,,,Y,Y
OLE3182,OLE3182,OLE3182,PRFR,MOSES,L,FORSTER,,,Y,Y
OLE3183,OLE3183,OLE3183,PRFR,EMILY,N,AQUILAR,,,Y,Y
OLE3184,OLE3184,OLE3184,PRFR,LEANN,D,MEACHAM,,,Y,Y
OLE3185,OLE3185,OLE3185,PRFR,ROXIE,B,BOYES,,,Y,Y
OLE3186,OLE3186,OLE3186,PRFR,FELIPE,V,DUVALL,,,Y,Y
OLE3187,OLE3187,OLE3187,PRFR,EUNICE,I,OLGUIN,,,Y,Y
OLE3188,OLE3188,OLE3188,PRFR,TRACIE,R,ALDEN,,,Y,Y
OLE3189,OLE3189,OLE3189,PRFR,BURTON,B,BURRUSS,,,Y,Y
OLE3190,OLE3190,OLE3190,PRFR,MARCI,E,SCANLAN,,,Y,Y
OLE3191,OLE3191,OLE3191,PRFR,LYNNETTE,E,MULLER,,,Y,Y
OLE3192,OLE3192,OLE3192,PRFR,JACKLYN,J,GORDY,,,Y,Y
OLE3193,OLE3193,OLE3193,PRFR,DALTON,P,WESSON,,,Y,Y
OLE3194,OLE3194,OLE3194,PRFR,HUGH,H,BOLDEN,,,Y,Y
OLE3195,OLE3195,OLE3195,PRFR,LLOYD,N,ESHELMAN,,,Y,Y
OLE3196,OLE3196,OLE3196,PRFR,DESIREE,G,OLANDER,,,Y,Y
OLE3197,OLE3197,OLE3197,PRFR,LUCY,E,FELKER,,,Y,Y
OLE3198,OLE3198,OLE3198,PRFR,HAROLD,C,BOGARD,,,Y,Y
OLE3199,OLE3199,OLE3199,PRFR,GEORGIA,R,KRAUS,,,Y,Y
OLE3200,OLE3200,OLE3200,PRFR,DEBRA,J,BINION,,,Y,Y
OLE3201,OLE3201,OLE3201,PRFR,ROCCO,O,CAREY,,,Y,Y
OLE3202,OLE3202,OLE3202,PRFR,IVORY,A,KONRAD,,,Y,Y
OLE3203,OLE3203,OLE3203,PRFR,ADELA,O,SEITZ,,,Y,Y
OLE3204,OLE3204,OLE3204,PRFR,WESLEY,F,TOM,,,Y,Y
OLE3205,OLE3205,OLE3205,PRFR,COLETTE,V,WENDEL,,,Y,Y
OLE3206,OLE3206,OLE3206,PRFR,DOUGLAS,Y,TRUEBLOOD,,,Y,Y
OLE3207,OLE3207,OLE3207,PRFR,SPENCER,E,HAFER,,,Y,Y
OLE3208,OLE3208,OLE3208,PRFR,WILSON,W,ROE,,,Y,Y
OLE3209,OLE3209,OLE3209,PRFR,WARREN,Z,TOLENTINO,,,Y,Y
OLE3210,OLE3210,OLE3210,PRFR,FLORENCE,Y,HOGG,,,Y,Y
OLE3211,OLE3211,OLE3211,PRFR,MAY,O,LLOYD,,,Y,Y
OLE3212,OLE3212,OLE3212,PRFR,FRANCISCA,D,STGERMAIN,,,Y,Y
OLE3213,OLE3213,OLE3213,PRFR,JEANINE,S,DENMAN,,,Y,Y
OLE3214,OLE3214,OLE3214,PRFR,LOUIE,Z,MILAM,,,Y,Y
OLE3215,OLE3215,OLE3215,PRFR,DONA,D,MARTI,,,Y,Y
OLE3216,OLE3216,OLE3216,PRFR,GENE,P,BILLY,,,Y,Y
OLE3217,OLE3217,OLE3217,PRFR,DWIGHT,F,BINKLEY,,,Y,Y
OLE3218,OLE3218,OLE3218,PRFR,MARGARITO,P,BROGAN,,,Y,Y
OLE3219,OLE3219,OLE3219,PRFR,MARYELLEN,F,SAWYER,,,Y,Y
OLE3220,OLE3220,OLE3220,PRFR,RANDI,A,GINN,,,Y,Y
OLE3221,OLE3221,OLE3221,PRFR,MEAGAN,V,MICELI,,,Y,Y
OLE3222,OLE3222,OLE3222,PRFR,BOOKER,Y,WOMBLE,,,Y,Y
OLE3223,OLE3223,OLE3223,PRFR,ERMA,V,HYDER,,,Y,Y
OLE3224,OLE3224,OLE3224,PRFR,DOLLY,D,KUNZ,,,Y,Y
OLE3225,OLE3225,OLE3225,PRFR,ELVIA,A,SWART,,,Y,Y
OLE3226,OLE3226,OLE3226,PRFR,KRIS,T,GOURLEY,,,Y,Y
OLE3227,OLE3227,OLE3227,PRFR,STANLEY,M,VANSCOY,,,Y,Y
OLE3228,OLE3228,OLE3228,PRFR,JEFFEREY,C,MCPHEE,,,Y,Y
OLE3229,OLE3229,OLE3229,PRFR,CASEY,Y,HARLAN,,,Y,Y
OLE3230,OLE3230,OLE3230,PRFR,JOSEPHINE,D,NEVES,,,Y,Y
OLE3231,OLE3231,OLE3231,PRFR,KATHLEEN,R,BARNES,,,Y,Y
OLE3232,OLE3232,OLE3232,PRFR,DEBORAH,Q,ARNESON,,,Y,Y
OLE3233,OLE3233,OLE3233,PRFR,EDWIN,I,FISCUS,,,Y,Y
OLE3234,OLE3234,OLE3234,PRFR,SOFIA,Y,MAULDIN,,,Y,Y
OLE3235,OLE3235,OLE3235,PRFR,RICKEY,L,BALDWIN,,,Y,Y
OLE3236,OLE3236,OLE3236,PRFR,VANCE,B,MADDUX,,,Y,Y
OLE3237,OLE3237,OLE3237,PRFR,CASSANDRA,I,NEWTON,,,Y,Y
OLE3238,OLE3238,OLE3238,PRFR,CORRINE,Z,MCCUE,,,Y,Y
OLE3239,OLE3239,OLE3239,PRFR,MARIA,D,LUNN,,,Y,Y
OLE3240,OLE3240,OLE3240,PRFR,AILEEN,Q,SOLLARS,,,Y,Y
OLE3241,OLE3241,OLE3241,PRFR,NOELLE,S,LOEB,,,Y,Y
OLE3242,OLE3242,OLE3242,PRFR,CHRISTY,G,UNRUH,,,Y,Y
OLE3243,OLE3243,OLE3243,PRFR,MARCI,S,SLUSHER,,,Y,Y
OLE3244,OLE3244,OLE3244,PRFR,MAGDALENA,J,IRIZARRY,,,Y,Y
OLE3245,OLE3245,OLE3245,PRFR,KELSEY,R,MENESES,,,Y,Y
OLE3246,OLE3246,OLE3246,PRFR,MOLLIE,E,SANDOVAL,,,Y,Y
OLE3247,OLE3247,OLE3247,PRFR,ROBT,Q,DEGROOT,,,Y,Y
OLE3248,OLE3248,OLE3248,PRFR,ALLAN,H,SEXTON,,,Y,Y
OLE3249,OLE3249,OLE3249,PRFR,MITCH,U,FUNKHOUSER,,,Y,Y
OLE3250,OLE3250,OLE3250,PRFR,FREDDY,U,CROSSLEY,,,Y,Y
OLE3251,OLE3251,OLE3251,PRFR,BETTE,Q,OLIVEIRA,,,Y,Y
OLE3252,OLE3252,OLE3252,PRFR,TAMIKA,I,FORSYTH,,,Y,Y
OLE3253,OLE3253,OLE3253,PRFR,MAUDE,K,LYNN,,,Y,Y
OLE3254,OLE3254,OLE3254,PRFR,FREDDY,A,HARR,,,Y,Y
OLE3255,OLE3255,OLE3255,PRFR,HALEY,Y,KRUG,,,Y,Y
OLE3256,OLE3256,OLE3256,PRFR,BROCK,H,SUZUKI,,,Y,Y
OLE3257,OLE3257,OLE3257,PRFR,ROLLAND,J,BRANNEN,,,Y,Y
OLE3258,OLE3258,OLE3258,PRFR,FANNIE,W,BRANTON,,,Y,Y
OLE3259,OLE3259,OLE3259,PRFR,LENA,U,BOSWORTH,,,Y,Y
OLE3260,OLE3260,OLE3260,PRFR,LACEY,C,NEVINS,,,Y,Y
OLE3261,OLE3261,OLE3261,PRFR,ALLIE,I,KINGSLEY,,,Y,Y
OLE3262,OLE3262,OLE3262,PRFR,SONNY,W,KEPHART,,,Y,Y
OLE3263,OLE3263,OLE3263,PRFR,LILIA,V,LINEBERRY,,,Y,Y
OLE3264,OLE3264,OLE3264,PRFR,ELMO,Z,HOYOS,,,Y,Y
OLE3265,OLE3265,OLE3265,PRFR,LEILA,B,SHORE,,,Y,Y
OLE3266,OLE3266,OLE3266,PRFR,WILFREDO,O,WREN,,,Y,Y
OLE3267,OLE3267,OLE3267,PRFR,ESTER,Q,HITE,,,Y,Y
OLE3268,OLE3268,OLE3268,PRFR,TY,C,OLDHAM,,,Y,Y
OLE3269,OLE3269,OLE3269,PRFR,MARJORIE,I,HULSEY,,,Y,Y
OLE3270,OLE3270,OLE3270,PRFR,COLETTE,Y,DOWNER,,,Y,Y
OLE3272,OLE3272,OLE3272,PRFR,NESTOR,C,BARDEN,,,Y,Y
OLE3273,OLE3273,OLE3273,PRFR,LANNY,M,KERLEY,,,Y,Y
OLE3274,OLE3274,OLE3274,PRFR,HUNTER,N,SHEEHY,,,Y,Y
OLE3275,OLE3275,OLE3275,PRFR,CASEY,A,STOUT,,,Y,Y
OLE3276,OLE3276,OLE3276,PRFR,MARIO,O,RHODES,,,Y,Y
OLE3277,OLE3277,OLE3277,PRFR,LEO,L,BLAKE,,,Y,Y
OLE3278,OLE3278,OLE3278,PRFR,SHANA,P,MOLL,,,Y,Y
OLE3279,OLE3279,OLE3279,PRFR,DESIREE,D,PETREE,,,Y,Y
OLE3280,OLE3280,OLE3280,PRFR,ANTOINETTE,M,DELGADILLO,,,Y,Y
OLE3281,OLE3281,OLE3281,PRFR,THERESE,K,GREENLEE,,,Y,Y
OLE3282,OLE3282,OLE3282,PRFR,MALINDA,F,RIOJAS,,,Y,Y
OLE3283,OLE3283,OLE3283,PRFR,BRYAN,A,GRANVILLE,,,Y,Y
OLE3284,OLE3284,OLE3284,PRFR,FRANK,U,HOWSE,,,Y,Y
OLE3285,OLE3285,OLE3285,PRFR,CALEB,J,SIPES,,,Y,Y
OLE3286,OLE3286,OLE3286,PRFR,MONA,P,ORMSBY,,,Y,Y
OLE3287,OLE3287,OLE3287,PRFR,WESLEY,I,RAINES,,,Y,Y
OLE3288,OLE3288,OLE3288,PRFR,LEMUEL,K,SHIFLETT,,,Y,Y
OLE3289,OLE3289,OLE3289,PRFR,JUAN,H,HOLIFIELD,,,Y,Y
OLE3290,OLE3290,OLE3290,PRFR,BRYCE,R,BILODEAU,,,Y,Y
OLE3291,OLE3291,OLE3291,PRFR,TOM,R,RODRIGUES,,,Y,Y
OLE3292,OLE3292,OLE3292,PRFR,ESTELLA,C,GLEASON,,,Y,Y
OLE3293,OLE3293,OLE3293,PRFR,LANCE,W,HUMES,,,Y,Y
OLE3294,OLE3294,OLE3294,PRFR,CURTIS,R,VIOLETTE,,,Y,Y
OLE3295,OLE3295,OLE3295,PRFR,MARCELINO,Y,LEARY,,,Y,Y
OLE3296,OLE3296,OLE3296,PRFR,FRED,D,PELLETIER,,,Y,Y
OLE3297,OLE3297,OLE3297,PRFR,STEPHAN,K,REAMS,,,Y,Y
OLE3298,OLE3298,OLE3298,PRFR,KYLE,C,EMERY,,,Y,Y
OLE3299,OLE3299,OLE3299,PRFR,BUD,O,MIDDLEBROOKS,,,Y,Y
OLE3300,OLE3300,OLE3300,PRFR,AUGUSTA,D,BLOCKER,,,Y,Y
OLE3301,OLE3301,OLE3301,PRFR,MARGO,P,FRAZIER,,,Y,Y
OLE3302,OLE3302,OLE3302,PRFR,GERARDO,S,HAUGH,,,Y,Y
OLE3303,OLE3303,OLE3303,PRFR,LANE,U,FUTCH,,,Y,Y
OLE3304,OLE3304,OLE3304,PRFR,BRAIN,H,COFFEE,,,Y,Y
OLE3305,OLE3305,OLE3305,PRFR,TERRENCE,D,BLACKMORE,,,Y,Y
OLE3306,OLE3306,OLE3306,PRFR,FRANCES,Z,COOKS,,,Y,Y
OLE3307,OLE3307,OLE3307,PRFR,CRISTINA,H,BARBOSA,,,Y,Y
OLE3308,OLE3308,OLE3308,PRFR,LARRY,M,JARBOE,,,Y,Y
OLE3309,OLE3309,OLE3309,PRFR,KENTON,O,LECHNER,,,Y,Y
OLE3310,OLE3310,OLE3310,PRFR,ALBERTO,R,SERGENT,,,Y,Y
OLE3311,OLE3311,OLE3311,PRFR,RORY,N,ROYSTER,,,Y,Y
OLE3312,OLE3312,OLE3312,PRFR,LUCILLE,P,LINGO,,,Y,Y
OLE3313,OLE3313,OLE3313,PRFR,MARION,O,GREGG,,,Y,Y
OLE3314,OLE3314,OLE3314,PRFR,HILARIO,E,CALKINS,,,Y,Y
OLE3315,OLE3315,OLE3315,PRFR,ROSENDO,H,FOLTZ,,,Y,Y
OLE3316,OLE3316,OLE3316,PRFR,JULIO,B,QUESADA,,,Y,Y
OLE3317,OLE3317,OLE3317,PRFR,GRACE,N,MARQUIS,,,Y,Y
OLE3318,OLE3318,OLE3318,PRFR,LISA,T,NORTHROP,,,Y,Y
OLE3319,OLE3319,OLE3319,PRFR,DANNIE,C,KEESEE,,,Y,Y
OLE3320,OLE3320,OLE3320,PRFR,JOY,A,HOMAN,,,Y,Y
OLE3321,OLE3321,OLE3321,PRFR,KRISTY,L,SIEVERS,,,Y,Y
OLE3322,OLE3322,OLE3322,PRFR,BRAIN,S,VICE,,,Y,Y
OLE3323,OLE3323,OLE3323,PRFR,JODIE,S,URIBE,,,Y,Y
OLE3324,OLE3324,OLE3324,PRFR,KARYN,B,AUBIN,,,Y,Y
OLE3325,OLE3325,OLE3325,PRFR,SHELBY,L,SCOGGINS,,,Y,Y
OLE3326,OLE3326,OLE3326,PRFR,WILDA,I,DODDS,,,Y,Y
OLE3327,OLE3327,OLE3327,PRFR,NELDA,C,SIPPLE,,,Y,Y
OLE3328,OLE3328,OLE3328,PRFR,MARIANO,Z,CARR,,,Y,Y
OLE3329,OLE3329,OLE3329,PRFR,ESTELLA,D,TREXLER,,,Y,Y
OLE3330,OLE3330,OLE3330,PRFR,JAN,E,LARRABEE,,,Y,Y
OLE3331,OLE3331,OLE3331,PRFR,TRAVIS,W,KINSLOW,,,Y,Y
OLE3332,OLE3332,OLE3332,PRFR,MALCOLM,L,OLOUGHLIN,,,Y,Y
OLE3333,OLE3333,OLE3333,PRFR,HANS,R,BECKWITH,,,Y,Y
OLE3334,OLE3334,OLE3334,PRFR,GREG,R,AVENT,,,Y,Y
OLE3335,OLE3335,OLE3335,PRFR,HELEN,V,MARTE,,,Y,Y
OLE3336,OLE3336,OLE3336,PRFR,DONALD,F,ALBERTS,,,Y,Y
OLE3337,OLE3337,OLE3337,PRFR,JERRY,O,NEACE,,,Y,Y
OLE3338,OLE3338,OLE3338,PRFR,NAOMI,W,VIOLETTE,,,Y,Y
OLE3339,OLE3339,OLE3339,PRFR,ROOSEVELT,X,LEDUC,,,Y,Y
OLE3340,OLE3340,OLE3340,PRFR,CORNELIUS,B,BEAUREGARD,,,Y,Y
OLE3341,OLE3341,OLE3341,PRFR,JERRY,R,NICKELSON,,,Y,Y
OLE3342,OLE3342,OLE3342,PRFR,DARWIN,O,MARLIN,,,Y,Y
OLE3343,OLE3343,OLE3343,PRFR,REGGIE,I,LANDA,,,Y,Y
OLE3344,OLE3344,OLE3344,PRFR,KERRI,F,FRAZIER,,,Y,Y
OLE3345,OLE3345,OLE3345,PRFR,RANDELL,Z,STOTTS,,,Y,Y
OLE3346,OLE3346,OLE3346,PRFR,EDDIE,I,SPILLER,,,Y,Y
OLE3347,OLE3347,OLE3347,PRFR,BRENDA,O,ALBIN,,,Y,Y
OLE3348,OLE3348,OLE3348,PRFR,JAY,H,DUGAN,,,Y,Y
OLE3349,OLE3349,OLE3349,PRFR,ASHLEY,H,WALSTON,,,Y,Y
OLE3350,OLE3350,OLE3350,PRFR,BILLY,J,KROUSE,,,Y,Y
OLE3351,OLE3351,OLE3351,PRFR,ANNETTE,W,GARRY,,,Y,Y
OLE3352,OLE3352,OLE3352,PRFR,CYNTHIA,J,MILLETT,,,Y,Y
OLE3353,OLE3353,OLE3353,PRFR,DOMINIQUE,S,HOWSE,,,Y,Y
OLE3354,OLE3354,OLE3354,PRFR,CARMINE,W,RUDNICK,,,Y,Y
OLE3355,OLE3355,OLE3355,PRFR,DWIGHT,C,COTE,,,Y,Y
OLE3356,OLE3356,OLE3356,PRFR,SERGIO,X,GOMEZ,,,Y,Y
OLE3357,OLE3357,OLE3357,PRFR,JILL,F,HOLGUIN,,,Y,Y
OLE3358,OLE3358,OLE3358,PRFR,DEANNE,Q,NICOL,,,Y,Y
OLE3359,OLE3359,OLE3359,PRFR,GALE,G,MCGANN,,,Y,Y
OLE3360,OLE3360,OLE3360,PRFR,KATIE,Z,DIMAGGIO,,,Y,Y
OLE3361,OLE3361,OLE3361,PRFR,SALVATORE,U,MCCRAW,,,Y,Y
OLE3362,OLE3362,OLE3362,PRFR,DUDLEY,V,MATTE,,,Y,Y
OLE3363,OLE3363,OLE3363,PRFR,ALTA,Z,KNOWLES,,,Y,Y
OLE3364,OLE3364,OLE3364,PRFR,BESSIE,G,LAMM,,,Y,Y
OLE3365,OLE3365,OLE3365,PRFR,CANDICE,L,LABONTE,,,Y,Y
OLE3366,OLE3366,OLE3366,PRFR,WHITNEY,J,THELEN,,,Y,Y
OLE3367,OLE3367,OLE3367,PRFR,JARRED,N,KAMINSKY,,,Y,Y
OLE3368,OLE3368,OLE3368,PRFR,CLINTON,F,LAW,,,Y,Y
OLE3369,OLE3369,OLE3369,PRFR,JULIA,B,MORALES,,,Y,Y
OLE3370,OLE3370,OLE3370,PRFR,WILLARD,X,JOHNSTONE,,,Y,Y
OLE3371,OLE3371,OLE3371,PRFR,LYNETTE,M,MORIN,,,Y,Y
OLE3372,OLE3372,OLE3372,PRFR,BRENDA,J,OAKLEY,,,Y,Y
OLE3373,OLE3373,OLE3373,PRFR,IRVING,F,HARGETT,,,Y,Y
OLE3374,OLE3374,OLE3374,PRFR,TYRONE,B,BLUE,,,Y,Y
OLE3375,OLE3375,OLE3375,PRFR,JASPER,B,SWANEY,,,Y,Y
OLE3376,OLE3376,OLE3376,PRFR,ERVIN,R,BUNDY,,,Y,Y
OLE3377,OLE3377,OLE3377,PRFR,LILLIAN,C,MCCAFFREY,,,Y,Y
OLE3378,OLE3378,OLE3378,PRFR,LEANNA,T,CHIU,,,Y,Y
OLE3379,OLE3379,OLE3379,PRFR,BARNEY,N,OBER,,,Y,Y
OLE3380,OLE3380,OLE3380,PRFR,DERRICK,W,CASARES,,,Y,Y
OLE3381,OLE3381,OLE3381,PRFR,ALISA,J,OLIVAS,,,Y,Y
OLE3382,OLE3382,OLE3382,PRFR,BERTHA,V,DONEY,,,Y,Y
OLE3383,OLE3383,OLE3383,PRFR,FREDA,L,MOHAN,,,Y,Y
OLE3384,OLE3384,OLE3384,PRFR,RODRIGO,A,HADFIELD,,,Y,Y
OLE3385,OLE3385,OLE3385,PRFR,DOUG,U,DAVIDSON,,,Y,Y
OLE3386,OLE3386,OLE3386,PRFR,THAD,Y,ASHBAUGH,,,Y,Y
OLE3387,OLE3387,OLE3387,PRFR,NOLAN,N,MCWHIRTER,,,Y,Y
OLE3388,OLE3388,OLE3388,PRFR,NICHOLAS,E,WIGFALL,,,Y,Y
OLE3389,OLE3389,OLE3389,PRFR,SHERYL,B,REID,,,Y,Y
OLE3390,OLE3390,OLE3390,PRFR,KIM,G,GODFREY,,,Y,Y
OLE3391,OLE3391,OLE3391,PRFR,ANTONE,O,BAYS,,,Y,Y
OLE3392,OLE3392,OLE3392,PRFR,ELLA,D,CONNER,,,Y,Y
OLE3393,OLE3393,OLE3393,PRFR,ETHAN,O,HURLBURT,,,Y,Y
OLE3394,OLE3394,OLE3394,PRFR,DELORES,V,FLICKINGER,,,Y,Y
OLE3395,OLE3395,OLE3395,PRFR,DAMIAN,Y,MARQUIS,,,Y,Y
OLE3396,OLE3396,OLE3396,PRFR,AMALIA,Q,HARP,,,Y,Y
OLE3397,OLE3397,OLE3397,PRFR,DEE,H,FRANKS,,,Y,Y
OLE3398,OLE3398,OLE3398,PRFR,REYNA,Q,MUNROE,,,Y,Y
OLE3399,OLE3399,OLE3399,PRFR,DOYLE,Q,SILLS,,,Y,Y
OLE3400,OLE3400,OLE3400,PRFR,ELLA,G,QUILLEN,,,Y,Y
OLE3401,OLE3401,OLE3401,PRFR,WOODROW,F,ROSENBERRY,,,Y,Y
OLE3402,OLE3402,OLE3402,PRFR,JAIME,B,BITNER,,,Y,Y
OLE3403,OLE3403,OLE3403,PRFR,SANDRA,N,FITZ,,,Y,Y
OLE3404,OLE3404,OLE3404,PRFR,DOROTHEA,S,MEEHAN,,,Y,Y
OLE3405,OLE3405,OLE3405,PRFR,BERNADETTE,P,SNEAD,,,Y,Y
OLE3406,OLE3406,OLE3406,PRFR,MARGIE,H,BESSETTE,,,Y,Y
OLE3407,OLE3407,OLE3407,PRFR,CLARK,I,SCHAEFFER,,,Y,Y
OLE3408,OLE3408,OLE3408,PRFR,JANA,X,HOSKINS,,,Y,Y
OLE3409,OLE3409,OLE3409,PRFR,DUANE,M,CUMMINGS,,,Y,Y
OLE3410,OLE3410,OLE3410,PRFR,BERNARDO,O,GROFF,,,Y,Y
OLE3411,OLE3411,OLE3411,PRFR,VONDA,I,PEABODY,,,Y,Y
OLE3412,OLE3412,OLE3412,PRFR,VERNA,Z,HOLMAN,,,Y,Y
OLE3413,OLE3413,OLE3413,PRFR,HOUSTON,G,CANALES,,,Y,Y
OLE3414,OLE3414,OLE3414,PRFR,MADELYN,N,WAITS,,,Y,Y
OLE3415,OLE3415,OLE3415,PRFR,MARLA,U,FLANDERS,,,Y,Y
OLE3416,OLE3416,OLE3416,PRFR,DAMIEN,R,ESQUIVEL,,,Y,Y
OLE3417,OLE3417,OLE3417,PRFR,HANK,N,MAYER,,,Y,Y
OLE3418,OLE3418,OLE3418,PRFR,RORY,R,DICKENSON,,,Y,Y
OLE3419,OLE3419,OLE3419,PRFR,GIOVANNI,J,POSTON,,,Y,Y
OLE3420,OLE3420,OLE3420,PRFR,ELMA,O,STEELE,,,Y,Y
