ENTITY_EXT_ID_ID,OBJ_ID,ENTITY_ID,EXT_ID_TYP_CD,EXT_ID
OLE4817,OLE4817,OLE3118,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4818,OLE4818,OLE3119,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4819,OLE4819,OLE3120,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4820,OLE4820,OLE3121,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4821,OLE4821,OLE3122,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4822,OLE4822,OLE3123,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4823,OLE4823,OLE3124,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4824,OLE4824,OLE3125,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4825,OLE4825,OLE3126,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4826,OLE4826,OLE3127,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4827,OLE4827,OLE3128,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4828,OLE4828,OLE3129,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4829,OLE4829,OLE3130,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4830,OLE4830,OLE3131,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4831,OLE4831,OLE3132,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4832,OLE4832,OLE3133,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4833,OLE4833,OLE3134,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4834,OLE4834,OLE3135,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4835,OLE4835,OLE3136,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4836,OLE4836,OLE3137,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4837,OLE4837,OLE3138,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4838,OLE4838,OLE3139,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4839,OLE4839,OLE3140,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4840,OLE4840,OLE3141,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4841,OLE4841,OLE3142,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4842,OLE4842,OLE3143,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4843,OLE4843,OLE3144,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4844,OLE4844,OLE3145,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4845,OLE4845,OLE3146,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4846,OLE4846,OLE3147,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4847,OLE4847,OLE3148,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4848,OLE4848,OLE3149,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4849,OLE4849,OLE3150,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4850,OLE4850,OLE3151,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4851,OLE4851,OLE3152,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4852,OLE4852,OLE3153,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4853,OLE4853,OLE3154,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4854,OLE4854,OLE3155,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4855,OLE4855,OLE3156,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4856,OLE4856,OLE3157,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4857,OLE4857,OLE3158,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4858,OLE4858,OLE3159,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4859,OLE4859,OLE3160,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4860,OLE4860,OLE3161,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4861,OLE4861,OLE3162,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4862,OLE4862,OLE3163,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4863,OLE4863,OLE3164,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4864,OLE4864,OLE3165,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4865,OLE4865,OLE3166,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4866,OLE4866,OLE3167,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4867,OLE4867,OLE3168,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4868,OLE4868,OLE3169,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4869,OLE4869,OLE3170,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4870,OLE4870,OLE3171,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4871,OLE4871,OLE3172,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4872,OLE4872,OLE3173,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4873,OLE4873,OLE3174,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4874,OLE4874,OLE3175,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4875,OLE4875,OLE3176,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4876,OLE4876,OLE3177,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4877,OLE4877,OLE3178,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4878,OLE4878,OLE3179,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4879,OLE4879,OLE3180,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4880,OLE4880,OLE3181,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4881,OLE4881,OLE3182,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4882,OLE4882,OLE3183,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4883,OLE4883,OLE3184,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4884,OLE4884,OLE3185,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4885,OLE4885,OLE3186,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4886,OLE4886,OLE3187,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4887,OLE4887,OLE3188,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4888,OLE4888,OLE3189,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4889,OLE4889,OLE3190,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4890,OLE4890,OLE3191,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4891,OLE4891,OLE3192,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4892,OLE4892,OLE3193,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4893,OLE4893,OLE3194,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4894,OLE4894,OLE3195,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4895,OLE4895,OLE3196,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4896,OLE4896,OLE3197,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4897,OLE4897,OLE3198,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4898,OLE4898,OLE3199,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4899,OLE4899,OLE3200,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4900,OLE4900,OLE3201,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4901,OLE4901,OLE3202,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4902,OLE4902,OLE3203,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4903,OLE4903,OLE3204,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4904,OLE4904,OLE3205,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4905,OLE4905,OLE3206,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4906,OLE4906,OLE3207,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4907,OLE4907,OLE3208,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4908,OLE4908,OLE3209,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4909,OLE4909,OLE3210,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4910,OLE4910,OLE3211,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4911,OLE4911,OLE3212,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4912,OLE4912,OLE3213,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4913,OLE4913,OLE3214,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4914,OLE4914,OLE3215,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4915,OLE4915,OLE3216,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4916,OLE4916,OLE3217,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4917,OLE4917,OLE3218,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4918,OLE4918,OLE3219,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4919,OLE4919,OLE3220,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4920,OLE4920,OLE3221,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4921,OLE4921,OLE3222,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4922,OLE4922,OLE3223,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4923,OLE4923,OLE3224,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4924,OLE4924,OLE3225,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4925,OLE4925,OLE3226,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4926,OLE4926,OLE3227,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4927,OLE4927,OLE3228,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4928,OLE4928,OLE3229,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4929,OLE4929,OLE3230,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4930,OLE4930,OLE3231,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4931,OLE4931,OLE3232,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4932,OLE4932,OLE3233,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4933,OLE4933,OLE3234,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4934,OLE4934,OLE3235,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4935,OLE4935,OLE3236,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4936,OLE4936,OLE3237,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4937,OLE4937,OLE3238,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4938,OLE4938,OLE3239,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4939,OLE4939,OLE3240,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4940,OLE4940,OLE3241,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4941,OLE4941,OLE3242,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4942,OLE4942,OLE3243,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4943,OLE4943,OLE3244,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4944,OLE4944,OLE3245,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4945,OLE4945,OLE3246,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4946,OLE4946,OLE3247,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4947,OLE4947,OLE3248,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4948,OLE4948,OLE3249,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4949,OLE4949,OLE3250,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4950,OLE4950,OLE3251,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4951,OLE4951,OLE3252,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4952,OLE4952,OLE3253,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4953,OLE4953,OLE3254,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4954,OLE4954,OLE3255,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4955,OLE4955,OLE3256,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4956,OLE4956,OLE3257,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4957,OLE4957,OLE3258,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4958,OLE4958,OLE3259,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4959,OLE4959,OLE3260,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4960,OLE4960,OLE3261,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4961,OLE4961,OLE3262,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4962,OLE4962,OLE3263,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4963,OLE4963,OLE3264,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4964,OLE4964,OLE3265,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4965,OLE4965,OLE3266,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4966,OLE4966,OLE3267,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4967,OLE4967,OLE3268,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4968,OLE4968,OLE3269,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4969,OLE4969,OLE3270,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4970,OLE4970,OLE3272,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4971,OLE4971,OLE3273,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4972,OLE4972,OLE3274,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4973,OLE4973,OLE3275,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4974,OLE4974,OLE3276,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4975,OLE4975,OLE3277,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4976,OLE4976,OLE3278,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4977,OLE4977,OLE3279,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4978,OLE4978,OLE3280,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4979,OLE4979,OLE3281,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4980,OLE4980,OLE3282,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4981,OLE4981,OLE3283,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4982,OLE4982,OLE3284,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4983,OLE4983,OLE3285,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4984,OLE4984,OLE3286,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4985,OLE4985,OLE3287,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4986,OLE4986,OLE3288,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4987,OLE4987,OLE3289,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4988,OLE4988,OLE3290,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4989,OLE4989,OLE3291,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4990,OLE4990,OLE3292,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4991,OLE4991,OLE3293,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4992,OLE4992,OLE3294,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4993,OLE4993,OLE3295,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4994,OLE4994,OLE3296,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4995,OLE4995,OLE3297,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4996,OLE4996,OLE3298,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4997,OLE4997,OLE3299,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4998,OLE4998,OLE3300,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE4999,OLE4999,OLE3301,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5000,OLE5000,OLE3302,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5001,OLE5001,OLE3303,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5002,OLE5002,OLE3304,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5003,OLE5003,OLE3305,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5004,OLE5004,OLE3306,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5005,OLE5005,OLE3307,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5006,OLE5006,OLE3308,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5007,OLE5007,OLE3309,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5008,OLE5008,OLE3310,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5009,OLE5009,OLE3311,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5010,OLE5010,OLE3312,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5011,OLE5011,OLE3313,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5012,OLE5012,OLE3314,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5013,OLE5013,OLE3315,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5014,OLE5014,OLE3316,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5015,OLE5015,OLE3317,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5016,OLE5016,OLE3318,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5017,OLE5017,OLE3319,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5018,OLE5018,OLE3320,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5019,OLE5019,OLE3321,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5020,OLE5020,OLE3322,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5021,OLE5021,OLE3323,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5022,OLE5022,OLE3324,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5023,OLE5023,OLE3325,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5024,OLE5024,OLE3326,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5025,OLE5025,OLE3327,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5026,OLE5026,OLE3328,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5027,OLE5027,OLE3329,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5028,OLE5028,OLE3330,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5029,OLE5029,OLE3331,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5030,OLE5030,OLE3332,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5031,OLE5031,OLE3333,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5032,OLE5032,OLE3334,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5033,OLE5033,OLE3335,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5034,OLE5034,OLE3336,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5035,OLE5035,OLE3337,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5036,OLE5036,OLE3338,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5037,OLE5037,OLE3339,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5038,OLE5038,OLE3340,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5039,OLE5039,OLE3341,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5040,OLE5040,OLE3342,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5041,OLE5041,OLE3343,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5042,OLE5042,OLE3344,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5043,OLE5043,OLE3345,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5044,OLE5044,OLE3346,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5045,OLE5045,OLE3347,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5046,OLE5046,OLE3348,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5047,OLE5047,OLE3349,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5048,OLE5048,OLE3350,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5049,OLE5049,OLE3351,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5050,OLE5050,OLE3352,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5051,OLE5051,OLE3353,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5052,OLE5052,OLE3354,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5053,OLE5053,OLE3355,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5054,OLE5054,OLE3356,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5055,OLE5055,OLE3357,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5056,OLE5056,OLE3358,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5057,OLE5057,OLE3359,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5058,OLE5058,OLE3360,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5059,OLE5059,OLE3361,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5060,OLE5060,OLE3362,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5061,OLE5061,OLE3363,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5062,OLE5062,OLE3364,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5063,OLE5063,OLE3365,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5064,OLE5064,OLE3366,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5065,OLE5065,OLE3367,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5066,OLE5066,OLE3368,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5067,OLE5067,OLE3369,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5068,OLE5068,OLE3370,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5069,OLE5069,OLE3371,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5070,OLE5070,OLE3372,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5071,OLE5071,OLE3373,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5072,OLE5072,OLE3374,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5073,OLE5073,OLE3375,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5074,OLE5074,OLE3376,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5075,OLE5075,OLE3377,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5076,OLE5076,OLE3378,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5077,OLE5077,OLE3379,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5078,OLE5078,OLE3380,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5079,OLE5079,OLE3381,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5080,OLE5080,OLE3382,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5081,OLE5081,OLE3383,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5082,OLE5082,OLE3384,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5083,OLE5083,OLE3385,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5084,OLE5084,OLE3386,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5085,OLE5085,OLE3387,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5086,OLE5086,OLE3388,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5087,OLE5087,OLE3389,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5088,OLE5088,OLE3390,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5089,OLE5089,OLE3391,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5090,OLE5090,OLE3392,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5091,OLE5091,OLE3393,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5092,OLE5092,OLE3394,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5093,OLE5093,OLE3395,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5094,OLE5094,OLE3396,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5095,OLE5095,OLE3397,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5096,OLE5096,OLE3398,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5097,OLE5097,OLE3399,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5098,OLE5098,OLE3400,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5099,OLE5099,OLE3401,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5100,OLE5100,OLE3402,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5101,OLE5101,OLE3403,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5102,OLE5102,OLE3404,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5103,OLE5103,OLE3405,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5104,OLE5104,OLE3406,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5105,OLE5105,OLE3407,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5106,OLE5106,OLE3408,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5107,OLE5107,OLE3409,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5108,OLE5108,OLE3410,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5109,OLE5109,OLE3411,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5110,OLE5110,OLE3412,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5111,OLE5111,OLE3413,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5112,OLE5112,OLE3414,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5113,OLE5113,OLE3415,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5114,OLE5114,OLE3416,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5115,OLE5115,OLE3417,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5116,OLE5116,OLE3418,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5117,OLE5117,OLE3419,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5118,OLE5118,OLE3420,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5119,OLE5119,OLE3421,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5120,OLE5120,OLE3422,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5121,OLE5121,OLE3423,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5122,OLE5122,OLE3424,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5123,OLE5123,OLE3425,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5124,OLE5124,OLE3426,TAX,XBy8HbA0p2kc3lalnjPKpA==
OLE5125,OLE5125,OLE3427,TAX,XBy8HbA0p2kc3lalnjPKpA==
